filename,dimensions,level_count,level_0_dimensions,level_0_downsample,level_1_dimensions,level_1_downsample,level_2_dimensions,level_2_downsample,level_3_dimensions,level_3_downsample
TCGA-05-4382-01Z-00-DX1.76b49a4c-dbbb-48b0-b677-6d3037e5ce88.svs,"(46336, 43776)",3,"(46336, 43776)",1.0,"(11584, 10944)",4.0,"(2896, 2736)",16.0,,
TCGA-55-8505-01Z-00-DX1.D364C30D-BFB8-486B-A0D3-948FF8E90C3E.svs,"(42206, 31690)",3,"(42206, 31690)",1.0,"(10551, 7922)",4.000221008495996,"(2637, 1980)",16.005179784190023,,
TCGA-49-6745-01Z-00-DX4.48b4bbb5-4214-4bfb-91e8-bddfa2f03c92.svs,"(163071, 84165)",4,"(163071, 84165)",1.0,"(40767, 21041)",4.000060557595241,"(10191, 5260)",16.001211228650643,"(2547, 1315)",64.01426863185048
TCGA-91-A4BC-01Z-00-DX1.8D8783B1-D1BA-4970-B77B-3AED8506C487.svs,"(41888, 34250)",3,"(41888, 34250)",1.0,"(10472, 8562)",4.000116795141322,"(2618, 2140)",16.00233644859813,,
TCGA-05-4245-01Z-00-DX1.36ff5403-d4bb-4415-b2c5-7c750d655cde.svs,"(37120, 78080)",4,"(37120, 78080)",1.0,"(9280, 19520)",4.0,"(2320, 4880)",16.0,"(1160, 2440)",32.0
TCGA-49-6742-01Z-00-DX4.a11201e1-9eeb-40ea-9c88-28de847ef7d8.svs,"(161153, 83895)",4,"(161153, 83895)",1.0,"(40288, 20973)",4.000083931169758,"(10072, 5243)",16.000717199315794,"(2518, 1310)",64.02119093670609
TCGA-55-8508-01Z-00-DX1.96B173E2-A298-4017-9AEC-113E547A3272.svs,"(66187, 67386)",4,"(66187, 67386)",1.0,"(16546, 16846)",4.000150017624694,"(4136, 4211)",16.00251715365532,"(2068, 2105)",32.00883534643958
TCGA-86-A456-01Z-00-DX1.5C7CBF9B-0AE3-4776-9434-296AA0C605CC.svs,"(69720, 66446)",4,"(69720, 66446)",1.0,"(17430, 16611)",4.0000602010715784,"(4357, 4152)",16.00260399737671,"(2178, 2076)",32.008881510852085
TCGA-97-7552-01Z-00-DX1.a5ab8959-ff7a-4287-b014-87439957fb67.svs,"(70024, 82885)",4,"(70024, 82885)",1.0,"(17506, 20721)",4.0000241301095505,"(4376, 5180)",16.001396702265076,"(2188, 2590)",32.00279340453015
TCGA-MN-A4N4-01Z-00-DX2.9550732D-8FB1-43D9-B094-7C0CD310E9C0.svs,"(119519, 86641)",4,"(119519, 86641)",1.0,"(29879, 21660)",4.0000732865092035,"(7469, 5415)",16.001096486592104,"(3734, 2707)",32.007291051844604
TCGA-55-7574-01Z-00-DX1.09639e6a-d85f-4d84-abbc-0f5a6d679683.svs,"(45084, 54285)",4,"(45084, 54285)",1.0,"(11271, 13571)",4.0000368432687345,"(2817, 3392)",16.004046199037514,"(1408, 1696)",32.013775728987994
TCGA-50-5066-01Z-00-DX1.e161df31-84a4-40a4-a6a2-748b60820f77.svs,"(127579, 76771)",4,"(127579, 76771)",1.0,"(31894, 19192)",4.000125188355142,"(7973, 4798)",16.001002458432684,"(3986, 2399)",32.00401211451418
TCGA-78-7160-01Z-00-DX1.f40f6c04-74b1-4cef-aabc-cbafadbdf39f.svs,"(97843, 74747)",4,"(97843, 74747)",1.0,"(24460, 18686)",4.000141598613538,"(6115, 4671)",16.001422776502537,"(3057, 2335)",32.00888920643393
TCGA-55-7284-01Z-00-DX1.68b95b9b-1aab-4f03-aad3-1132467b7499.svs,"(82495, 54590)",4,"(82495, 54590)",1.0,"(20623, 13647)",4.000146010503668,"(5155, 3411)",16.00350708226736,"(2577, 1705)",32.01481239978743
TCGA-71-8520-01Z-00-DX1.EAE99132-A397-4B4D-8B09-CBB774A7B62F.svs,"(71712, 87835)",4,"(71712, 87835)",1.0,"(17928, 21958)",4.000068312232443,"(4482, 5489)",16.001002004008015,"(2241, 2744)",32.00491982507289
TCGA-99-8032-01Z-00-DX1.7380b78f-ea25-43e0-ac90-194b5c6b1432.svs,"(74821, 30694)",4,"(74821, 30694)",1.0,"(18705, 7673)",4.00015705794171,"(4676, 1918)",16.002098774297078,"(2338, 959)",32.004197548594156
TCGA-49-4512-01Z-00-DX5.7198ce36-1fae-4da1-9f26-b7f43cf01133.svs,"(175542, 72092)",4,"(175542, 72092)",1.0,"(43885, 18023)",4.000022786829213,"(10971, 4505)",16.001605301677685,"(2742, 1126)",64.02228021967343
TCGA-44-2655-01Z-00-DX1.ee255271-780c-461c-ab23-5cd3504b5e4a.svs,"(110313, 22108)",4,"(110313, 22108)",1.0,"(27578, 5527)",4.0000181303937925,"(6894, 1381)",16.00499741928409,"(3447, 690)",32.02159533810118
TCGA-44-2664-01Z-00-DX1.35c75ae5-eee0-4e69-a13a-31b5fad9869a.svs,"(99761, 74007)",4,"(99761, 74007)",1.0,"(24940, 18501)",4.000101124814034,"(6235, 4625)",16.000836949218666,"(3117, 2312)",32.00770102951445
TCGA-44-7662-01Z-00-DX1.2f0b6cea-795a-40ad-93a9-319858e6fb3b.svs,"(68106, 21254)",4,"(68106, 21254)",1.0,"(17026, 5313)",4.00024695128092,"(4256, 1328)",16.00343384817465,"(2128, 664)",32.0068676963493
TCGA-55-8089-01Z-00-DX1.da4d99ff-4a7c-45a3-b79c-039c0c9e9712.svs,"(19184, 21609)",3,"(19184, 21609)",1.0,"(4796, 5402)",4.000092558311737,"(2398, 2701)",8.000185116623474,,
TCGA-49-4494-01Z-00-DX2.cac5ed0a-98c3-4d37-a4f4-9596a061836a.svs,"(128538, 78803)",4,"(128538, 78803)",1.0,"(32134, 19700)",4.000107261818293,"(8033, 4925)",16.000927000993997,"(4016, 2462)",32.007095703295676
TCGA-73-7499-01Z-00-DX1.81f5c1c1-3d40-4773-a1fb-e1f8eb9f6730.svs,"(72902, 73526)",4,"(72902, 73526)",1.0,"(18225, 18381)",4.000109273688635,"(4556, 4595)",16.00131135591326,"(2278, 2297)",32.00610579971662
TCGA-69-8453-01Z-00-DX1.C472096B-95BA-42CD-ADEB-326C38F9DC95.svs,"(95616, 72450)",4,"(95616, 72450)",1.0,"(23904, 18112)",4.000055212014134,"(5976, 4528)",16.000220848056536,"(2988, 2264)",32.00044169611307
TCGA-67-3771-01Z-00-DX1.7B54D132-6AB7-4F2D-8BFF-33AFE83CF204.svs,"(153383, 47756)",4,"(153383, 47756)",1.0,"(38345, 11939)",4.000039118529143,"(9586, 2984)",16.002375839654455,"(2396, 746)",64.01618145971615
TCGA-38-4632-01Z-00-DX1.5E05F85C-53BC-4280-8E7F-8B9DECEF849F.svs,"(127579, 34675)",4,"(127579, 34675)",1.0,"(31894, 8668)",4.000220081089443,"(7973, 2167)",16.00138202936989,"(3986, 1083)",32.01215878381352
TCGA-55-7913-01Z-00-DX1.2295fcc5-70b0-412e-a1fd-b5366fce0739.svs,"(34532, 32384)",3,"(34532, 32384)",1.0,"(8633, 8096)",4.0,"(2158, 2024)",16.000926784059317,,
TCGA-49-6744-01Z-00-DX2.1982e585-65a4-4330-9140-ccabcdd106f8.svs,"(100720, 69198)",4,"(100720, 69198)",1.0,"(25180, 17299)",4.000057806809642,"(6295, 4324)",16.001618871415356,"(3147, 2162)",32.00577984642143
TCGA-49-4488-01Z-00-DX9.bf1e9d28-3ca2-4a62-bf3e-3e735c6a2885.svs,"(117987, 77200)",4,"(117987, 77200)",1.0,"(29496, 19300)",4.000050854353132,"(7374, 4825)",16.00020341741253,"(3687, 2412)",32.003723584410466
TCGA-49-4487-01Z-00-DX1.3a3a0720-463c-430e-849b-e2f8991bdfa5.svs,"(118095, 85791)",4,"(118095, 85791)",1.0,"(29523, 21447)",4.000120747696458,"(7380, 5361)",16.00241525288784,"(3690, 2680)",32.00781610241476
TCGA-86-6562-01Z-00-DX1.5dea3015-e606-4837-9f99-ac14f0aa091b.svs,"(87291, 55135)",4,"(87291, 55135)",1.0,"(21822, 13783)",4.000177567688624,"(5455, 3445)",16.00318531752736,"(2727, 1722)",32.013951656489695
TCGA-69-7763-01Z-00-DX1.33203e8a-43e9-4e3e-98ba-1ac08b80a44f.svs,"(98802, 60560)",4,"(98802, 60560)",1.0,"(24700, 15140)",4.00004048582996,"(6175, 3785)",16.00016194331984,"(3087, 1892)",32.00714378170477
TCGA-44-4112-01Z-00-DX1.5380b3b4-0e24-4c6c-aa8c-298c5fbe068f.svs,"(105517, 42354)",4,"(105517, 42354)",1.0,"(26379, 10588)",4.000113401014616,"(6594, 2647)",16.00136353078934,"(3297, 1323)",32.008774210321064
TCGA-49-AARQ-01Z-00-DX1.3FA36419-1658-4602-9170-84A622787C3E.svs,"(89640, 77260)",4,"(89640, 77260)",1.0,"(22410, 19315)",4.0,"(5602, 4828)",16.001956781324697,"(2801, 2414)",32.003913562649394
TCGA-97-A4M7-01Z-00-DX1.111ED60D-6E4A-47E9-AFD0-C2A109DE2C60.svs,"(166620, 71099)",4,"(166620, 71099)",1.0,"(41655, 17774)",4.000084392933498,"(10413, 4443)",16.001814105141648,"(2603, 1110)",64.03195498610404
TCGA-73-4662-01Z-00-DX1.76e23a15-0917-44ad-9181-50100d318003.svs,"(95924, 81323)",4,"(95924, 81323)",1.0,"(23981, 20330)",4.000073782587309,"(5995, 5082)",16.001415862425034,"(2997, 2541)",32.00550117216784
TCGA-86-8279-01Z-00-DX1.fd12b60e-d181-454b-a655-298a973a849d.svs,"(148683, 90379)",4,"(148683, 90379)",1.0,"(37170, 22594)",4.000106744431996,"(9292, 5648)",16.001565703050783,"(2323, 1412)",64.00626281220313
TCGA-MP-A4SV-01Z-00-DX1.5430F2CF-BE4B-42D6-9CD4-92E6FB3F6E99.svs,"(71747, 85607)",4,"(71747, 85607)",1.0,"(17936, 21401)",4.000153720869589,"(4484, 5350)",16.000988728355026,"(2242, 2675)",32.00197745671005
TCGA-49-6744-01Z-00-DX1.40f8f751-b756-4576-b1ee-8dd2e8f89ff7.svs,"(105517, 83942)",4,"(105517, 83942)",1.0,"(26379, 20985)",4.000066607556897,"(6594, 5246)",16.00155760889386,"(3297, 2623)",32.00311521778772
TCGA-97-A4M6-01Z-00-DX1.01D83621-3D8E-4339-9F9B-CBD3083D5AE0.svs,"(102461, 80404)",4,"(102461, 80404)",1.0,"(25615, 20101)",4.00001951981261,"(6403, 5025)",16.001413159099087,"(3201, 2512)",32.00851072614648
TCGA-55-6970-01Z-00-DX1.be042a9b-3eab-4b6c-9cd7-7486ffab037f.svs,"(70984, 80104)",4,"(70984, 80104)",1.0,"(17746, 20026)",4.0,"(4436, 5006)",16.001700754405803,"(2218, 2503)",32.003401508811606
TCGA-75-5126-01Z-00-DX1.164887F4-9986-415F-A94A-E40E92D80DA3.svs,"(73958, 25919)",3,"(73958, 25919)",1.0,"(18489, 6479)",4.000285603422871,"(4622, 1619)",16.005281558857668,,
TCGA-55-A491-01Z-00-DX1.E5F3B4E5-18EA-4067-AE28-119DABCE739A.svs,"(33573, 32380)",3,"(33573, 32380)",1.0,"(8393, 8095)",4.0000595734540685,"(2098, 2023)",16.0041575032974,,
TCGA-55-8096-01Z-00-DX1.c833417d-10c1-4430-a241-d6f5496e1cd9.svs,"(40288, 27872)",3,"(40288, 27872)",1.0,"(10072, 6968)",4.0,"(2518, 1742)",16.0,,
TCGA-93-A4JO-01Z-00-DX1.314C53B6-603C-402B-8CF7-E3CE851A0A0F.svs,"(79679, 65918)",4,"(79679, 65918)",1.0,"(19919, 16479)",4.000135988279078,"(4979, 4119)",16.00320576818364,"(2489, 2059)",32.01351249041192
TCGA-44-6778-01Z-00-DX1.5e932267-cc68-4a8e-a660-fe2cc0c59ff4.svs,"(122783, 45031)",4,"(122783, 45031)",1.0,"(30695, 11257)",4.000182118315753,"(7673, 2814)",16.00222123450258,"(3836, 1407)",32.00652822955089
TCGA-49-4494-01Z-00-DX7.9f722476-622e-4374-9fda-ef35184f01e0.svs,"(115109, 77425)",4,"(115109, 77425)",1.0,"(28777, 19356)",4.000043206770395,"(7194, 4839)",16.000450838949106,"(3597, 2419)",32.00420887232862
TCGA-44-7661-01Z-00-DX1.baf72abd-edb9-4f56-beb3-f5138aa50930.svs,"(24940, 66035)",4,"(24940, 66035)",1.0,"(6235, 16508)",4.000090865035134,"(1558, 4127)",16.004214551283027,"(779, 2063)",32.01230712654092
TCGA-50-5055-01Z-00-DX2.446EC3BB-2ED7-4253-8A39-AC68331F08E7.svs,"(131472, 82009)",4,"(131472, 82009)",1.0,"(32868, 20502)",4.000024387864599,"(8217, 5125)",16.000878048780486,"(2054, 1281)",64.01365284089916
TCGA-49-6742-01Z-00-DX5.74539ee6-0ac6-4663-89f1-c6a74a59a4cb.svs,"(150601, 84821)",4,"(150601, 84821)",1.0,"(37650, 21205)",4.000036859556978,"(9412, 5301)",16.000949722177527,"(2353, 1325)",64.00983698049058
TCGA-05-5425-01Z-00-DX1.85865B2F-4888-43DD-A501-458BEFCF832B.svs,"(10000, 5159)",2,"(10000, 5159)",1.0,"(2500, 1289)",4.001163692785105,,,,
TCGA-97-A4M3-01Z-00-DX1.16330A66-2501-48D2-AF6A-713698BF6918.svs,"(125444, 84602)",4,"(125444, 84602)",1.0,"(31361, 21150)",4.0000472813238765,"(7840, 5287)",16.00120081794776,"(3920, 2643)",32.00542885712741
TCGA-53-7624-01Z-00-DX1.51b4de19-3531-4bcb-b822-fa966480f2ad.svs,"(75780, 80148)",4,"(75780, 80148)",1.0,"(18945, 20037)",4.0,"(4736, 5009)",16.000821578590966,"(2368, 2504)",32.004838204818235
TCGA-50-5068-01Z-00-DX2.0492A5C6-09CB-424B-BE20-10A1CBEA2E57.svs,"(169320, 92215)",4,"(169320, 92215)",1.0,"(42330, 23053)",4.00006506745326,"(10582, 5763)",16.00098532295305,"(2645, 1440)",64.02665865889519
TCGA-49-6761-01Z-00-DX1.10c577a2-f65c-4517-8a25-83d44e380f8f.svs,"(176501, 66774)",4,"(176501, 66774)",1.0,"(44125, 16693)",4.000071236794307,"(11031, 4173)",16.00094554129233,"(2757, 1043)",64.02015839746886
TCGA-44-3919-01Z-00-DX1.41144972-46a1-4b25-9faa-ed1b9d1996d2.svs,"(22062, 69310)",4,"(22062, 69310)",1.0,"(5515, 17327)",4.000239037058017,"(1378, 4331)",16.00669608074103,"(689, 2165)",32.0170880581356
TCGA-55-8207-01Z-00-DX1.2dafc442-f927-4b0d-b197-cc8c5f86d0fc.svs,"(16307, 15251)",3,"(16307, 15251)",1.0,"(4076, 3812)",4.000761502079586,"(2038, 1906)",8.001523004159171,,
TCGA-99-8028-01Z-00-DX1.23de89b1-67f8-41fb-980a-010ea190d687.svs,"(70024, 30904)",4,"(70024, 30904)",1.0,"(17506, 7726)",4.0,"(4376, 1931)",16.002985542344334,"(2188, 965)",32.014263386725524
TCGA-44-A47A-01Z-00-DX1.62448803-3A7B-41EC-9794-67916DA0792E.svs,"(142098, 55667)",4,"(142098, 55667)",1.0,"(35524, 13916)",4.000135939577821,"(8881, 3479)",16.000543758311284,"(2220, 869)",64.03339812770193
TCGA-95-7948-01Z-00-DX1.FF1AEF38-19E5-4475-87C8-B318204FEF1D.svs,"(107136, 64000)",4,"(107136, 64000)",1.0,"(26784, 16000)",4.0,"(6696, 4000)",16.0,"(3348, 2000)",32.0
TCGA-35-4123-01Z-00-DX1.990553a8-657e-49ec-9782-e6d30a4c4909.svs,"(140049, 55574)",4,"(140049, 55574)",1.0,"(35012, 13893)",4.000086259512312,"(8753, 3473)",16.00092092977936,"(2188, 868)",64.01655763738532
TCGA-44-2659-01Z-00-DX1.b33f40e6-bc18-48b0-8dad-bdb0a6a200b5.svs,"(24940, 70595)",4,"(24940, 70595)",1.0,"(6235, 17648)",4.000084995466908,"(1558, 4412)",16.004191073010123,"(779, 2206)",32.008382146020246
TCGA-75-7031-01Z-00-DX1.B058D81B-E869-4AEA-8CAC-4B6264FB86A8.svs,"(21987, 17654)",3,"(21987, 17654)",1.0,"(5496, 4413)",4.000499528981958,"(2748, 2206)",8.00190577899892,,
TCGA-49-4510-01Z-00-DX2.e0552b15-6bd7-4660-8a60-9edd0d638e7e.svs,"(106476, 65948)",4,"(106476, 65948)",1.0,"(26619, 16487)",4.0,"(6654, 4121)",16.002357670547106,"(3327, 2060)",32.00859954301522
TCGA-97-A4M0-01Z-00-DX1.BDDFB04C-2475-485A-9A85-C4B9EB15155E.svs,"(109165, 75006)",4,"(109165, 75006)",1.0,"(27291, 18751)",4.000071651547264,"(6822, 4687)",16.002446292404677,"(3411, 2343)",32.0083076481865
TCGA-97-A4M7-01Z-00-DX2.9D0A8A7E-5A84-439B-B3D1-DFA22BC6ED87.svs,"(111080, 88768)",4,"(111080, 88768)",1.0,"(27770, 22192)",4.0,"(6942, 5548)",16.000576202823396,"(3471, 2774)",32.00115240564679
TCGA-49-4514-01Z-00-DX1.9c304807-2a0c-44f7-97cc-fbd30f2c740f.svs,"(88250, 75942)",4,"(88250, 75942)",1.0,"(22062, 18985)",4.000097999969297,"(5515, 4746)",16.00153872956527,"(2757, 2373)",32.005979492724414
TCGA-MP-A5C7-01Z-00-DX1.26E5FA5A-3E6D-4CD3-8FA2-F331B7012311.svs,"(93624, 59422)",4,"(93624, 59422)",1.0,"(23406, 14855)",4.000067317401548,"(5851, 3713)",16.002568911798946,"(2925, 1856)",32.01218446065428
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4.svs,"(113191, 86285)",4,"(113191, 86285)",1.0,"(28297, 21571)",4.000076188421376,"(7074, 5392)",16.00170025919298,"(3537, 2696)",32.00340051838596
TCGA-55-6987-01Z-00-DX1.0c52b721-2209-4818-af8f-b22d37e6e81e.svs,"(28777, 24731)",3,"(28777, 24731)",1.0,"(7194, 6182)",4.000312142285436,"(1798, 1545)",16.006062651417793,,
TCGA-L9-A444-01Z-00-DX1.88CF6F01-0C1F-4572-81E3-1A5790692861.svs,"(130424, 84297)",4,"(130424, 84297)",1.0,"(32606, 21074)",4.000023725918194,"(8151, 5268)",16.00134495145585,"(2037, 1317)",64.01716256095938
TCGA-49-4488-01Z-00-DX7.a04b36c3-9cfd-4195-92c0-70046cd49d9a.svs,"(141009, 84744)",4,"(141009, 84744)",1.0,"(35252, 21186)",4.00001418359242,"(8813, 5296)",16.000812021378742,"(2203, 1324)",64.00687952297952
TCGA-05-4403-01Z-00-DX1.fee8e988-956c-42a2-a6c5-06b6d6736295.svs,"(90624, 85248)",4,"(90624, 85248)",1.0,"(22656, 21312)",4.0,"(5664, 5328)",16.0,"(2832, 2664)",32.0
TCGA-44-2668-01Z-00-DX1.f66fa464-dad1-4a9f-8486-3d7579ca42b6.svs,"(128538, 42037)",4,"(128538, 42037)",1.0,"(32134, 10509)",4.000078697952562,"(8033, 2627)",16.00157408834731,"(4016, 1313)",32.01123400533434
TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77.svs,"(75957, 34916)",3,"(75957, 34916)",1.0,"(18989, 8729)",4.000026331033757,"(4747, 2182)",16.001443238693668,,
TCGA-50-5045-01Z-00-DX1.ec50bbfc-1721-4e94-ac11-9ebd843e11ba.svs,"(89209, 53125)",4,"(89209, 53125)",1.0,"(22302, 13281)",4.000060067281432,"(5575, 3320)",16.001560186936086,"(2787, 1660)",32.00599113353306
TCGA-67-6216-01Z-00-DX1.04da6a64-bd3a-48ed-bc99-d651e00a1aa4.svs,"(114150, 43441)",4,"(114150, 43441)",1.0,"(28537, 10860)",4.000081082741536,"(7134, 2715)",16.00060468350921,"(3567, 1357)",32.007104860137105
TCGA-86-6851-01Z-00-DX1.0b13e600-fd7b-44a2-9ec2-26e9938fb7bc.svs,"(61391, 44777)",3,"(61391, 44777)",1.0,"(15347, 11194)",4.000142405757565,"(3836, 2798)",16.003563453263578,,
TCGA-95-7043-01Z-00-DX1.AE0FD8AA-9B88-45FE-B247-402BED1285EF.svs,"(103168, 52224)",4,"(103168, 52224)",1.0,"(25792, 13056)",4.0,"(6448, 3264)",16.0,"(3224, 1632)",32.0
TCGA-73-7498-01Z-00-DX1.5313bba9-7f6a-49b4-8d6e-a0f46a04f189.svs,"(115109, 75143)",4,"(115109, 75143)",1.0,"(28777, 18785)",4.000097225931872,"(7194, 4696)",16.001092826977242,"(3597, 2348)",32.002185653954484
TCGA-55-7726-01Z-00-DX1.37df197b-d4fb-41c4-ac6a-72dbaa31027b.svs,"(33573, 31110)",3,"(33573, 31110)",1.0,"(8393, 7777)",4.00018815774107,"(2098, 1944)",16.00273482093469,,
TCGA-05-4384-01Z-00-DX1.CA68BF29-BBE3-4C8E-B48B-554431A9EE13.svs,"(10000, 9419)",2,"(10000, 9419)",1.0,"(2500, 2354)",4.000637213254036,,,,
TCGA-05-4250-01Z-00-DX1.90f67fdf-dff9-46ca-af71-0978d7c221ba.svs,"(68608, 37632)",4,"(68608, 37632)",1.0,"(17152, 9408)",4.0,"(4288, 2352)",16.0,"(2144, 1176)",32.0
TCGA-75-5147-01Z-00-DX1.3156FA5C-9737-4EAA-989C-FD578FBF15A1.svs,"(17989, 14299)",2,"(17989, 14299)",1.0,"(4497, 3574)",4.000530883052172,,,,
TCGA-MP-A4TC-01Z-00-DX1.C7DB4A7F-F6B8-4FA0-84C1-9B87D41C7749.svs,"(103584, 71180)",4,"(103584, 71180)",1.0,"(25896, 17795)",4.0,"(6474, 4448)",16.001348920863308,"(3237, 2224)",32.002697841726615
TCGA-55-8087-01Z-00-DX1.548f2800-8caf-4c0e-a7b5-6d3d28315d9c.svs,"(41247, 37770)",3,"(41247, 37770)",1.0,"(10311, 9442)",4.000251385470437,"(2577, 2360)",16.005029004952547,,
TCGA-86-8671-01Z-00-DX1.1fd0019c-df9d-48cc-9055-8de57759f273.svs,"(30695, 33878)",3,"(30695, 33878)",1.0,"(7673, 8469)",4.000313568376734,"(1918, 2117)",16.00324191718759,,
TCGA-55-A494-01Z-00-DX1.8C7C4BE0-791A-47CA-B0A8-1935366350E0.svs,"(161153, 37485)",4,"(161153, 37485)",1.0,"(40288, 9371)",4.00006576674197,"(10072, 2342)",16.00282504820968,"(2518, 585)",64.03866010875542
TCGA-86-A4D0-01Z-00-DX1.165461AD-A8DA-4B7B-87CE-F5DBDBD2C0A7.svs,"(105672, 72550)",4,"(105672, 72550)",1.0,"(26418, 18137)",4.000055135910018,"(6604, 4534)",16.00126736092093,"(3302, 2267)",32.00253472184186
TCGA-55-8094-01Z-00-DX1.8dc29615-e124-4f17-81a1-c0b20c38d12c.svs,"(35492, 31380)",3,"(35492, 31380)",1.0,"(8873, 7845)",4.0,"(2218, 1961)",16.001921601067526,,
TCGA-44-2665-01Z-00-DX1.d429e37e-3915-4da6-b5bc-bf2f09f4fbf7.svs,"(106476, 35516)",4,"(106476, 35516)",1.0,"(26619, 8879)",4.0,"(6654, 2219)",16.00360563394018,"(3327, 1109)",32.01442741208296
TCGA-38-4628-01Z-00-DX1.eee4f100-142f-4d9c-8e38-b16aab123413.svs,"(98802, 84395)",4,"(98802, 84395)",1.0,"(24700, 21098)",4.000111582616385,"(6175, 5274)",16.001204795045282,"(3087, 2637)",32.00500115534594
TCGA-86-7953-01Z-00-DX1.847865ce-df59-4677-bac2-ee88a258fe4e.svs,"(110313, 88290)",4,"(110313, 88290)",1.0,"(27578, 22072)",4.000063436664179,"(6894, 5518)",16.000833966595913,"(3447, 2759)",32.001667933191825
TCGA-86-8074-01Z-00-DX1.0c34b434-8701-4060-a4ea-08a72371ee1e.svs,"(91128, 71141)",4,"(91128, 71141)",1.0,"(22782, 17785)",4.000028113578859,"(5695, 4446)",16.001264673694322,"(2847, 2223)",32.00533956950684
TCGA-99-8025-01Z-00-DX1.76d4e012-91a7-4f1d-ba0f-4cecd812ec49.svs,"(94006, 39470)",4,"(94006, 39470)",1.0,"(23501, 9867)",4.0001438993082274,"(5875, 2466)",16.003349243326255,"(2937, 1233)",32.009422528408834
TCGA-97-7937-01Z-00-DX1.6db4b2ff-722c-4bb8-b12f-15f1a38b4ab1.svs,"(106624, 84540)",4,"(106624, 84540)",1.0,"(26656, 21135)",4.0,"(6664, 5283)",16.00113571834185,"(3332, 2641)",32.00530102234002
TCGA-49-6744-01Z-00-DX3.fa64d744-6caa-4f62-8689-33da9c312838.svs,"(172664, 84494)",4,"(172664, 84494)",1.0,"(43166, 21123)",4.000047341760167,"(10791, 5280)",16.00169643684552,"(2697, 1320)",64.01568493612432
TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d.svs,"(112231, 78925)",4,"(112231, 78925)",1.0,"(28057, 19731)",4.0000788034282255,"(7014, 4932)",16.001816925759186,"(3507, 2466)",32.00363385151837
TCGA-62-A46S-01Z-00-DX1.7A8A6F38-76EA-4F43-BC03-1C42E6787E33.svs,"(83645, 68687)",4,"(83645, 68687)",1.0,"(20911, 17171)",4.0001112674499115,"(5227, 4292)",16.002990980233648,"(2613, 2146)",32.0090440513755
TCGA-55-8091-01Z-00-DX1.0996c58a-6e93-4092-8cb8-014d548fe60c.svs,"(56595, 33836)",3,"(56595, 33836)",1.0,"(14148, 8459)",4.000106022052587,"(3537, 2114)",16.003262309591616,,
TCGA-50-5942-01Z-00-DX1.da1b1274-8740-4c79-adf9-25800913eafa.svs,"(100720, 74265)",4,"(100720, 74265)",1.0,"(25180, 18566)",4.000026930949047,"(6295, 4641)",16.00096961861668,"(3147, 2320)",32.007930034625204
TCGA-49-4494-01Z-00-DX5.1e9e22d6-a4c9-40d1-aedb-b6cd404fe16f.svs,"(156357, 77768)",4,"(156357, 77768)",1.0,"(39089, 19442)",4.0000127913223675,"(9772, 4860)",16.00107887825971,"(2443, 1215)",64.00431551303885
TCGA-35-4122-01Z-00-DX1.2ac022e4-e796-49e5-9a24-f0ff3f76a527.svs,"(159234, 70182)",4,"(159234, 70182)",1.0,"(39808, 17545)",4.000082116874019,"(9952, 4386)",16.000784476843158,"(2488, 1096)",64.0177376956838
TCGA-55-7907-01Z-00-DX1.f5a264f5-3926-4d09-82f3-cd38d554f3db.svs,"(61391, 45795)",3,"(61391, 45795)",1.0,"(15347, 11448)",4.0002287662254545,"(3836, 2862)",16.00247927064137,,
TCGA-69-7764-01Z-00-DX1.be9fec48-68eb-4c27-a028-5315d7e368e0.svs,"(94965, 86138)",4,"(94965, 86138)",1.0,"(23741, 21534)",4.00006749880321,"(5935, 5383)",16.00135008007517,"(2967, 2691)",32.00836984608471
TCGA-49-4514-01Z-00-DX2.f1565a36-257d-432e-a84d-47c1d7a0185f.svs,"(92087, 76478)",4,"(92087, 76478)",1.0,"(23021, 19119)",4.000117461890104,"(5755, 4779)",16.002072908389202,"(2877, 2389)",32.01027599705695
TCGA-55-8510-01Z-00-DX1.BB1EAC72-6215-400B-BCBF-E3D51A60182D.svs,"(29736, 51620)",4,"(29736, 51620)",1.0,"(7434, 12905)",4.0,"(1858, 3226)",16.00277281533183,"(929, 1613)",32.00554563066366
TCGA-49-4507-01Z-00-DX1.1df4e286-ea89-4c38-ad53-a26e5b7b0402.svs,"(115109, 65509)",4,"(115109, 65509)",1.0,"(28777, 16377)",4.000047905609183,"(7194, 4094)",16.000958161546716,"(3597, 2047)",32.00191632309343
TCGA-69-7974-01Z-00-DX1.e4282067-fc3d-4fee-bae7-fe99000979d4.svs,"(70024, 44850)",4,"(70024, 44850)",1.0,"(17506, 11212)",4.000089190153407,"(4376, 2803)",16.001270837396078,"(2188, 1401)",32.00825213643428
TCGA-55-8204-01Z-00-DX1.30ba69f3-53f1-41cc-826c-20dce3cfe86b.svs,"(42206, 18505)",3,"(42206, 18505)",1.0,"(10551, 4626)",4.00020286248462,"(2637, 1156)",16.006547265228782,,
